company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date
MIDAS Solutions,Angel,,manufacturing,40000.0,1.0,,operating,2012-11-15
Assistance.net Inc,Angel,USA,local,40000.0,,,operating,2013-08-01
AGAVOO VideoConferencing,Series D+,USA,software,1300000.0,1.0,2011.0,operating,2013-06-01
Moser Baer Solar,Series B,IND,cleantech,92500000.0,5.0,,operating,2008-09-04
L'Idealist,Angel,USA,ecommerce,525000.0,1.0,2013.0,operating,2013-07-01
Skipjump,Angel,USA,web,15000.0,,2008.0,operating,2009-01-01
Kensho Technologies,,USA,software,6125000.0,,,operating,2013-11-22
ABSMaterials,Series B,USA,cleantech,4000000.0,2.0,2008.0,operating,2013-11-24
Biometric Associates,Series A,USA,analytics,240000.0,,,operating,2013-11-22
Raidarrr,Angel,USA,,18852.0,1.0,2012.0,closed,2012-09-03
DinnerTime,,USA,health,1415000.0,,2011.0,operating,2013-11-22
Windfall Systems,Series A,USA,software,325000.0,,,operating,2011-02-01
Tinybop,Series A,,software,6031267.0,,,operating,2013-11-20
Waremakers,Angel,DNK,ecommerce,70000.0,1.0,2012.0,operating,2012-09-01
Alkymos,Series A,,manufacturing,218500.0,,,operating,2013-11-21
GroupStream,Angel,,,21189.0,1.0,2011.0,operating,2011-09-05
Nippo,Angel,,,21189.0,1.0,,closed,2011-09-05
Ruby & Revolver,Angel,,,19311.0,1.0,,closed,2010-09-06
Taykey,Series C,ISR,advertising,17000000.0,6.0,2009.0,operating,2013-07-17
Fluential,Series A,USA,software,2000000.0,1.0,2001.0,operating,2013-11-29
Ecowell,,USA,,579809.0,,2009.0,operating,2011-02-22
Babil Games,Angel,ARE,games_video,150000.0,,2012.0,operating,2012-01-01
Mouth Foods,Series A,USA,ecommerce,1800000.0,4.0,2010.0,operating,2013-11-26
Go-Green Auto Centers,Series A,USA,automotive,100000.0,,2011.0,operating,2011-02-22
Pixium Vision,Series A,FRA,software,19299000.0,5.0,,operating,2013-11-25
MBS HOLDINGS,Series A,USA,mobile,10000000.0,,,operating,2011-02-22
GenieBelt,Angel,DNK,real_estate,500000.0,,2012.0,operating,2013-11-25
AllPlayers.com,Series A,USA,software,2449500.0,,2009.0,operating,2011-02-22
A-Vu Media,Series A,USA,health,250000.0,,,operating,2011-03-07
Editas Medicine,Series A,USA,medical,43000000.0,4.0,,operating,2013-11-25
ActX,Series A,USA,biotech,1920391.0,1.0,2012.0,operating,2013-11-21
Able Imaging,Angel,USA,health,500000.0,,,operating,2011-03-07
Amicrobe,Series B,USA,biotech,999987.0,,2010.0,operating,2011-02-22
Centrexion,Series A,USA,biotech,23478886.0,,,operating,2013-12-03
Itandi,Series A,JPN,software,3000000.0,3.0,,operating,2013-11-25
ADVANCED CREDIT TECHNOLOGIES,Series A,USA,software,166000.0,,2008.0,operating,2011-02-21
Anhelo,Series A,USA,hardware,410000.0,,2011.0,operating,2013-11-20
Warwick Audio Technologies,Series A,GBR,manufacturing,1894064.0,3.0,,operating,2013-11-25
Executive Trading Solutions,Series A,GBR,software,621410.0,,2008.0,operating,2011-02-21
vMobo,,USA,software,1336137.0,,,operating,2011-03-07
ARMO BioSciences,Series A,USA,biotech,20000000.0,3.0,,operating,2013-11-25
Rouse Properties,,USA,real_estate,510000000.0,,2012.0,ipo,2013-11-25
Simphotek,Series A,USA,software,1100000.0,,,operating,2011-02-22
Coinplug,Angel,,finance,400000.0,1.0,2013.0,operating,2013-11-25
TheraTorr Medical,Series A,USA,medical,105080.0,,2006.0,operating,2011-02-23
Kiptronic,Series B,USA,advertising,7300000.0,2.0,2005.0,acquired,2008-06-05
MassHousing,,USA,real_estate,6000000.0,,,operating,2013-11-25
Point Inside,Series A,USA,mobile,4005000.0,,2009.0,operating,2012-08-02
Think Global,Series A,NOR,cleantech,56700000.0,1.0,,closed,2009-08-27
zank,Angel,ESP,finance,180000.0,2.0,2013.0,operating,2013-09-01
Aliva Biopharmaceuticals,Series A,USA,,12870407.0,,,operating,2010-01-13
Adallom,Series A,USA,security,4500000.0,1.0,2012.0,operating,2012-12-01
Terviu,Angel,CHL,social,6000.0,1.0,2013.0,operating,2013-04-01
SIMTEK,Series A,USA,semiconductor,14920000.0,10.0,1986.0,acquired,2006-09-22
"Benefit Mobile, Inc.",Angel,,ecommerce,230000.0,,2012.0,operating,2013-10-01
Arctic Wolf Networks,Series A,USA,network_hosting,7250000.0,1.0,2012.0,operating,2012-05-01
Veezeon,Series A,GBR,software,66000.0,2.0,2013.0,operating,2013-11-25
Administrative Systems,Series A,USA,finance,7723237.0,,,operating,2011-02-28
Ramot,Series A,ISR,travel,17000000.0,2.0,,operating,2013-11-25
Manta,Series A,USA,web,47215715.0,1.0,2005.0,operating,2012-04-02
ActionRun,Series A,USA,software,1510005.0,,2008.0,operating,2011-02-25
Masterseek,Series A,USA,search,14000000.0,,1999.0,operating,2007-05-01
Codeanywhere,Series A,USA,enterprise,635000.0,2.0,2008.0,operating,2013-07-15
Orpheus Media Research,Series A,USA,software,302500.0,,2007.0,operating,2011-02-04
Home Dialysis Plus,Series A,USA,medical,9500000.0,,2003.0,operating,2011-02-25
Vitasol,,USA,health,323400.0,,2011.0,operating,2011-02-01
AimWith,Angel,USA,,5000.0,1.0,,operating,2013-09-04
Preferred Commerce,Series A,USA,software,2665121.0,,1999.0,operating,2009-05-13
NSH Holdco,Series A,USA,,10000000.0,,2010.0,operating,2011-02-17
Wejo,Angel,,,5000.0,1.0,,operating,2013-10-05
Otogami,Series A,,ecommerce,450000.0,6.0,2012.0,operating,2013-11-06
Peacock Parade,,CAN,web,85000.0,,,operating,2011-03-04
Optimitive,Series A,ESP,software,1801240.0,2.0,2008.0,operating,2013-11-26
savers,Series A,USA,ecommerce,21931980.0,,,operating,2011-03-04
HCHB Cressey,,USA,biotech,28550000.0,,2011.0,operating,2011-03-09
TekStream Solutions,Series A,USA,software,331000.0,,2011.0,operating,2011-03-09
BandApp,,GBR,music,378813.0,1.0,2012.0,operating,2013-11-26
Fanta-Z Holdings,Series A,USA,games_video,2577495.0,,2009.0,operating,2011-03-04
Gaia Herbs,Series A,USA,biotech,1700000.0,,1986.0,operating,2011-02-24
Medical Heights Surgery Center,Series A,USA,medical,1524519.0,,1988.0,operating,2011-03-07
Bioptigen,Series A,USA,medical,1500000.0,,2004.0,operating,2011-03-07
Cytonics,Series A,USA,biotech,1000000.0,,2006.0,operating,2011-03-04
Mirimus,Series A,USA,biotech,2000000.0,,2011.0,operating,2011-03-03
SPD Control Systems,Series A,USA,hardware,195000.0,,2005.0,operating,2011-03-03
Diagnostic Biochips,Series A,USA,biotech,150000.0,,,operating,2013-11-25
Exmovere,Series A,USA,biotech,582665.0,,2006.0,operating,2011-03-02
SolAeroMed,Series A,CAN,biotech,101035.0,,1995.0,operating,2013-11-25
Dallen Medical,Series A,USA,medical,3344715.0,,,operating,2011-03-03
From The Bench,Series A,ESP,games_video,1286600.0,2.0,2008.0,operating,2013-11-26
Van Ackeren Consulting,Series A,USA,,500000.0,,,operating,2011-03-03
ApolloMed,Series A,USA,medical,1155000.0,,,operating,2011-03-03
Pixspan,Series A,USA,,803725.0,,2010.0,operating,2011-03-01
Maritime Broadband,Series A,USA,manufacturing,230000.0,,2008.0,operating,2011-02-27
CAIS,Series A,USA,software,4000000.0,,2009.0,operating,2011-02-18
Plovgh,Angel,,social,300000.0,,,operating,2013-06-01
Doctor on Demand,Series A,USA,medical,3000000.0,6.0,,operating,2013-12-10
Athos,Series A,USA,health,3500000.0,1.0,,operating,2013-11-26
Wire Labs,Series A,USA,messaging,1800000.0,12.0,2013.0,operating,2013-11-26
Kinetic,Angel,,,19311.0,1.0,,closed,2010-09-06
ROKT,Series A,,,8000000.0,4.0,,operating,2013-11-26
Tribzi,Angel,,,20204.0,1.0,,closed,2013-01-27
"ReelDx, Inc.",Angel,USA,education,750000.0,,2012.0,operating,2013-10-10
Q Design,Angel,,,5000.0,1.0,,operating,2013-09-30
Company Cubed,Angel,,,5000.0,1.0,,operating,2013-11-05
Synchronicity.co,Angel,USA,advertising,560000.0,,2011.0,operating,2013-09-13
Bioxodes,Series A,BEL,biotech,3345160.0,1.0,,operating,2013-11-26
Pulmocide,Series A,GBR,medical,25759275.0,4.0,2013.0,operating,2013-11-26
Midwest AgEnergy Group,Series A,USA,cleantech,20200000.0,,,operating,2013-11-25
iFlipd,Angel,USA,web,210000.0,,,operating,2013-11-26
Etaphase,Series A,USA,hardware,50000.0,,2012.0,operating,2013-11-26
HandelabraGames,Angel,USA,games_video,25000.0,,,operating,2013-11-26
Dabo Health,Series A,USA,health,1995275.0,,2011.0,operating,2013-11-26
OCP Collective,Series A,USA,other,4999986.0,,2011.0,operating,2013-11-26
Northwest Biotherapeutics,,USA,biotech,27000000.0,,,ipo,2013-11-26
Sino Gas & Energy,Series A,CHN,cleantech,53000000.0,,2006.0,operating,2013-11-27
Voter Gravity,Series A,USA,,2000000.0,,,operating,2013-11-26
UCloud Information Technology,Series A,CHN,software,10000000.0,2.0,,operating,2013-11-27
Soevolved,Angel,,social,500000.0,,2011.0,operating,2012-07-30
Diagnostic Innovations,Series A,USA,manufacturing,825000.0,,2010.0,operating,2011-02-07
Bioaxial,Series A,FRA,biotech,2700000.0,4.0,2010.0,operating,2013-11-27
Ele.me,Series C,CHN,hospitality,25000000.0,3.0,2008.0,operating,2013-11-27
Advanced Surgical Concepts,Series A,USA,health,482452.0,,2002.0,operating,2011-02-07
Experifun,Series A,IND,education,75000.0,,2012.0,operating,2013-11-27
Visual TeleHealth Systems,Series A,USA,mobile,435000.0,,2009.0,operating,2011-01-05
Nutech Medical,Series A,USA,biotech,325000.0,,,operating,2011-02-01
Sudiksha,Series A,IND,education,75000.0,,,operating,2013-11-27
IceMos Technology,Series A,GBR,semiconductor,2043101.0,,2003.0,operating,2011-02-07
Kaldoora,,USA,,780000.0,,2010.0,operating,2011-01-18
Beta Cat Pharmaceuticals,Series A,USA,biotech,275000.0,,2010.0,operating,2011-01-07
NewGalexy Services,,GBR,software,334871.0,1.0,,operating,2013-11-27
1234ENTER,Series A,BRA,ecommerce,650267.0,,2012.0,operating,2013-11-22
Referrizer,Series A,,ecommerce,150000.0,,,operating,2013-11-01
MemberConnection,Series A,USA,,200000.0,,2010.0,operating,2011-01-06
Photometics,Series A,USA,health,1736430.0,,,operating,2011-02-01
Nordex Online,Series A,,software,94565100.0,,,operating,2013-11-27
MBio Diagnostics,Series A,USA,biotech,1997424.0,,2009.0,operating,2011-01-06
Lotus Cars,,GBR,transportation,15152514.0,,1948.0,operating,2013-11-27
Clean Engines,Series A,USA,manufacturing,85000.0,,2010.0,operating,2011-02-04
AgileNano,Series A,USA,biotech,272500.0,,,operating,2011-02-01
RobotDough Software,Series A,USA,software,290000.0,,2009.0,operating,2011-01-06
Winters Bros. Waste Systems,Series A,USA,local,28500000.0,1.0,1950.0,operating,2013-11-27
ThrowMotion,Series A,USA,games_video,350000.0,,2010.0,operating,2011-01-05
Yetu,Series A,DEU,mobile,8000000.0,2.0,,operating,2013-12-04
Fastnet Oil and Gas,Series A,GBR,other,15152514.0,,,operating,2013-11-27
addwish,Series A,DNK,ecommerce,1800000.0,1.0,2013.0,operating,2013-11-28
CelluComp,Series A,GBR,manufacturing,3636603.0,3.0,2006.0,operating,2013-11-27
Revert,Series A,USA,software,500000.0,,2008.0,operating,2011-01-06
Viddsee,Angel,,photo_video,40000.0,1.0,,operating,2013-11-27
Orlando Telephone Company,Series A,USA,mobile,8400000.0,,1997.0,operating,2011-01-05
VAWT Manufacturing,Series A,USA,manufacturing,1000000.0,,,operating,2011-01-05
Trice Orthopedics,,USA,biotech,3000000.0,2.0,,operating,2013-11-27
Afoundria,Series A,USA,software,325999.0,,2012.0,operating,2013-11-26
Novita Pharmaceuticals,Series A,USA,biotech,2000000.0,,2010.0,operating,2011-01-01
Avalanche Biotech,Series A,USA,biotech,5653890.0,,2006.0,operating,2013-11-26
FMS Hauppauge,Series A,USA,biotech,9031006.0,,2010.0,operating,2011-01-04
SafetyCulture,Series A,AUS,ecommerce,3000000.0,,2004.0,operating,2013-11-27
Integrated Ordering Systems,Series A,USA,hospitality,750000.0,,,operating,2013-11-27
Trans Tasman Resources,Series A,NZL,cleantech,11200000.0,,2007.0,operating,2013-11-27
Correctional Healthcare Companies,Series A,USA,biotech,4600000.0,,2006.0,operating,2011-01-04
Etaoshi,Series A,CHN,hospitality,10000000.0,1.0,2011.0,operating,2013-11-27
New Seasons Market,Series A,USA,hospitality,17554604.0,,2000.0,operating,2013-11-26
PathAR,,USA,software,500000.0,,,operating,2013-11-27
brettapproved,Series A,USA,travel,25000.0,,2012.0,operating,2013-11-27
Greenville Chamber,,USA,education,25000.0,,,operating,2013-11-27
Aarden Pharmaceuticals,,USA,biotech,500000.0,,2008.0,operating,2011-01-03
OOgave,Series A,USA,hospitality,208000.0,,2009.0,operating,2011-01-04
The glassbox,,USA,software,425000.0,,2010.0,operating,2013-11-27
EverPresent,Series A,USA,,599936.0,,,operating,2013-11-27
Packet Digital,Series A,USA,hardware,2000800.0,,2003.0,operating,2010-01-10
Focal Energy,Series A,,cleantech,35000000.0,4.0,,operating,2008-08-18
PROSimity,Series A,,other,125000.0,,,operating,2013-10-01
MedAvail,Series A,CAN,biotech,77000000.0,,2006.0,operating,2011-01-13
Sanibel Sunglass,Series A,USA,web,200000.0,,,operating,2011-01-31
Xuba,Series A,USA,web,2587500.0,,2009.0,operating,2011-01-25
Penstar Technologies,Series A,CHN,hardware,6000000.0,1.0,,operating,2008-10-01
StarChase,,USA,hardware,1185000.0,,2001.0,operating,2011-01-06
NewVisions Communications,Series A,USA,mobile,666404.0,,,operating,2011-01-31
Rocky Mountain Biosystems,Series A,USA,biotech,256000.0,,2001.0,operating,2011-01-07
Myoonet,,USA,education,100000.0,,2009.0,operating,2011-01-07
MICMALI,Angel,,games_video,80000.0,,,operating,2013-09-28
FamilyID,Series A,USA,ecommerce,150000.0,,,operating,2011-01-07
DigiSat Technology,Series A,CHN,games_video,5000000.0,1.0,,closed,
ITS KOOL,Series A,USA,manufacturing,100000.0,,2002.0,operating,2011-01-07
Twistle,Series A,USA,software,820001.0,,2011.0,operating,2011-01-24
SEJENT,Series B,USA,games_video,1000000.0,,2011.0,operating,2011-01-06
DentLight,Series A,USA,hospitality,250000.0,,,operating,2011-01-31
Gaelectric,Series A,IRL,cleantech,115794000.0,,,operating,2013-11-28
Adherex Technologies,Series A,USA,biotech,1600000.0,,1996.0,operating,2013-11-27
Neurolink,Series A,USA,biotech,2261759.0,,,operating,2011-01-11
YCharts,Series C,USA,analytics,8650000.0,6.0,2009.0,operating,2013-05-09
Artifact Technogies,Series A,USA,software,861030.0,,,operating,1960-11-01
Therapeutics Incorporated,Series A,USA,hospitality,3002000.0,,,operating,2011-01-28
Cingulate Therapeutics,Series A,USA,biotech,75000.0,,,operating,1960-11-01
RealDeck,Series A,USA,software,200000.0,,2010.0,operating,2011-01-11
Katalyst Surgical,Series A,USA,ecommerce,340000.0,,,operating,2011-01-28
Mud Bay,Series A,USA,hospitality,445504.0,,1988.0,operating,2011-01-11
Prevention Pharmaceuticals,,USA,biotech,650000.0,,2009.0,operating,2011-01-11
"RightHire, Inc.",Angel,USA,software,600000.0,,2011.0,operating,2013-11-28
Ifbyphone,Series A,USA,software,38258268.0,6.0,2005.0,operating,2013-08-27
Living Indie,Angel,GBR,music,36000.0,1.0,2012.0,operating,2013-11-15
Advanced Biomedical Technologies,Series A,USA,biotech,205250.0,,,operating,2011-01-08
J2D BioMedical,Series A,USA,medical,1125007.0,,,operating,2011-01-06
DigitalVision,,USA,manufacturing,960000.0,,,operating,2011-11-27
Corhythm,Series A,USA,biotech,2256335.0,,2007.0,operating,2011-01-11
Almaviva Santé,Series A,FRA,health,51464000.0,,2007.0,operating,2013-11-28
Entomo,Series C,USA,software,569092.0,,1999.0,operating,2011-01-11
RegeneRx,Series A,USA,biotech,950000.0,,,operating,2011-01-07
Third Chicken,Series A,USA,software,23100.0,,2010.0,operating,2011-01-14
RV ID,Series A,USA,software,500000.0,,,operating,2011-01-13
Imaginatik,Series A,USA,enterprise,2600000.0,,,operating,2009-08-10
Medina Medical,Series A,USA,hardware,3844994.0,,2010.0,operating,2013-11-27
ihiji,Series A,USA,software,287997.0,,2009.0,operating,2011-01-11
Movista,Series A,USA,software,544042.0,,2010.0,operating,2013-11-27
Consensus Orthopedics,Series A,USA,biotech,4000000.0,,1992.0,operating,2011-01-11
FiFully,Series A,,ecommerce,50000.0,,,operating,2013-11-19
Metropolis Dialysis Services,Series A,USA,health,1024044.0,,2010.0,operating,2011-01-24
SemiProbe,Series A,USA,semiconductor,600000.0,,2005.0,operating,2011-01-13
WiFi Rail,Series A,USA,mobile,5109529.0,,2005.0,operating,2011-01-13
SonicSurg Innovations,Series A,USA,health,25000.0,,2009.0,operating,2011-01-22
Intelligent Energy,Series A,GBR,cleantech,89970000.0,3.0,2001.0,operating,2012-02-29
AMENDIA,Series A,USA,biotech,3450000.0,,2007.0,operating,2011-02-01
Providence Surgery Centers,Series A,USA,health,1327155.0,,2005.0,operating,2013-12-05
Light Blue Optics,Series A,GBR,hardware,57500000.0,8.0,2004.0,operating,2010-10-11
ScentAir,,USA,manufacturing,5450000.0,,1994.0,operating,2011-01-12
China Wi Max,,USA,mobile,32500.0,,2006.0,operating,2011-01-13
CityHeroes,Angel,,mobile,40000.0,1.0,,operating,2013-03-15
Space Pencil,Series A,USA,web,4190185.0,4.0,,closed,2013-04-01
Altammune,,USA,biotech,46000.0,,2009.0,operating,2011-01-15
SCYFIX,,USA,hardware,100000.0,,2002.0,operating,2013-11-27
Solarte Health,Series A,USA,health,100000.0,,,operating,2013-11-27
Technical Machine,Series A,USA,hardware,1044000.0,,2013.0,operating,2013-11-27
Tilson,Series A,USA,software,700000.0,,1996.0,operating,2013-11-27
Intent Media,Series B,USA,advertising,28000000.0,2.0,,operating,2011-11-08
SmartBIM,Series A,USA,real_estate,1277238.0,,2007.0,operating,2011-01-11
PENRITH,Series A,USA,biotech,3120192.0,,2005.0,operating,2011-01-11
S-Ray,Series A,USA,finance,945137.0,,,operating,2011-01-21
Mixamo,Series B,USA,software,8676235.0,2.0,2008.0,operating,2012-05-07
SmartCup,Series A,USA,hospitality,2769598.0,,,operating,2011-02-03
NextCare,Series A,USA,biotech,7499999.0,,1993.0,operating,2011-01-11
Ilex Consumer Products Group,Series A,USA,fashion,6000000.0,,2008.0,operating,2011-01-06
Ocutronics,Series A,USA,health,125000.0,,,operating,2011-02-03
JournalDoc,Series A,USA,software,125000.0,,,operating,2010-10-28
Argo Navis Consulting,Series A,USA,news,178540.0,,2010.0,operating,2010-12-27
Portal Profes,,BRA,education,90000.0,,2013.0,operating,2013-09-20
Allostera Pharma,Series C,CAN,biotech,15400000.0,4.0,2005.0,operating,2009-07-27
jobsite123,Series A,USA,software,500000.0,,2009.0,operating,2011-01-11
Matrix-Bio,Series A,USA,biotech,140000.0,,,operating,2011-02-02
Enchanted Lighting,Series A,USA,hardware,3000000.0,,2001.0,operating,2010-07-27
Daniel Vosovic,,USA,manufacturing,287685.0,,2006.0,operating,2011-01-11
Healthpoint Services Global,Series A,USA,health,300000.0,,,operating,2011-02-02
Rayspan,Series B,USA,mobile,12500000.0,2.0,2006.0,closed,2009-07-27
Millennium Airship,,USA,real_estate,10000000.0,,,operating,2011-02-02
Predictus BioSciences,Series A,USA,biotech,500000.0,,2010.0,operating,2011-01-12
ProfitSee,Series A,USA,software,80493.0,,,operating,2010-05-21
Mygistics,Series A,USA,software,342186.0,,2007.0,operating,2011-01-14
(In)Touch Network,Series A,GBR,ecommerce,1500000.0,,2011.0,operating,2011-04-01
HOMEOSTASIS LABS,Series A,USA,biotech,1122000.0,,,operating,2011-02-01
ZapHour,,USA,software,55000.0,,2010.0,operating,2011-01-14
BTI Payments,Series A,IND,web,22400000.0,1.0,1991.0,operating,2013-11-29
PingTune,Series A,GBR,,1600000.0,2.0,2013.0,operating,2013-11-29
Elance,Series A,USA,web,94828397.0,6.0,1998.0,operating,2012-01-24
BidRazor,Angel,USA,software,50000.0,1.0,2012.0,operating,2013-01-28
IronPlanet,Series C,USA,ecommerce,55227480.0,,1999.0,operating,2008-08-01
Bloom Energy,Series D+,USA,cleantech,980000000.0,10.0,2002.0,operating,2013-05-10
Mainstream Renewable Power,Series D+,IRL,cleantech,158684000.0,2.0,2008.0,operating,2013-08-05
Your Energy,Series C,GBR,cleantech,53030000.0,1.0,,closed,2008-07-31
Nitol Solar,Series A,RUS,cleantech,50000000.0,1.0,,operating,2008-07-31
ET Solar Group,Series A,CHN,cleantech,31000000.0,6.0,,operating,2008-07-20
Neolane,Series A,FRA,software,33580000.0,3.0,2001.0,acquired,2012-01-09
Nanovi,Angel,DNK,medical,771960.0,1.0,,operating,2013-11-22
TranSwitch,Angel,USA,semiconductor,2729500.0,1.0,1988.0,ipo,2013-09-03
Clever Machine,Series A,USA,software,4815000.0,,,operating,2011-03-25
EVRST,Series A,USA,software,199992.0,,2012.0,operating,2013-11-29
LiveRail,Series C,USA,advertising,12500000.0,1.0,2008.0,operating,2013-06-10
Lynx Design,Series A,USA,hardware,925000.0,,,operating,2013-11-29
Breadtrip,Series B,CHN,software,12000000.0,2.0,,operating,2013-12-01
Yava Technologies,Series A,CAN,manufacturing,4229120.0,,1990.0,operating,2013-11-29
De Correspondent,,NLD,public_relations,1700000.0,,,operating,2013-11-29
Allied Chrome,Series A,USA,manufacturing,1262570.0,,,operating,2011-01-28
Protea Medical,Series A,IND,medical,8000000.0,2.0,,operating,2013-12-01
HDB Newco,,USA,software,660000.0,,2010.0,operating,2010-12-30
Adapta Medical,Series A,USA,medical,125000.0,,,operating,2011-01-10
SonoMedica,,USA,health,525000.0,,,operating,2010-07-10
